roll_year,county_name,municipality_name,municipality_code,roll_section,property_class,property_class_description,fmv,ctv,av,n
2025,Albany,Watervliet,011800,1,464,Office Building,1791908,1054000,1054000,3
2025,Albany,Watervliet,011800,1,465,Professional Building,3513942,2066900,2066900,6
2025,Albany,Watervliet,011800,1,471,Funeral Homes,2223563,1307900,1307900,3
2025,Albany,Watervliet,011800,1,480,Multiple Use or Multipurpose,407174,239500,239500,1
2025,Albany,Watervliet,011800,1,481,Downtown Row Type (with common wall),3361781,1977400,1977400,9
2025,Albany,Watervliet,011800,1,482,Downtown Row Type (detached),6453756,3796100,3796100,18
2025,Albany,Watervliet,011800,1,483,Converted Residence,6425024,3737200,3779200,24
2025,Albany,Watervliet,011800,1,484,One Story Small Structure,6093677,3553882,3584300,19
2025,Albany,Watervliet,011800,1,485,One Story Small Structure - Multi occupant,2934377,1726000,1726000,6
2025,Albany,Watervliet,011800,1,486,Minimart,5015302,2628572,2950000,3
2025,Albany,Watervliet,011800,1,534,Social Organizations,1715403,1009000,1009000,2
2025,Albany,Watervliet,011800,1,612,Schools,338320,199000,199000,1
2025,Albany,Watervliet,011800,1,620,Religious,3627678,2133800,2133800,4
2025,Albany,Watervliet,011800,1,632,Benevolent and Moral Associations,450527,265000,265000,1
2025,Albany,Watervliet,011800,1,651,Highway Garage,238014,140000,140000,1
2025,Albany,Watervliet,011800,1,710,Manufacturing and Processing,16737504,9845000,9845000,8
2025,Albany,Watervliet,011800,1,837,Cellular Telephone Towers,425025,250000,250000,2
2025,Albany,Watervliet,011800,5,830,Communication,178684,105102,105102,3
2025,Albany,Watervliet,011800,5,831,Telephone Facility,54136,31843,31843,1
2025,Albany,Watervliet,011800,5,866,Telephone,500282,294266,294266,1
2025,Albany,Watervliet,011800,5,869,Television,144090,84754,84754,1
2025,Albany,Watervliet,011800,5,882,Electric Transmission,20904604,12296088,12296088,1
2025,Albany,Watervliet,011800,6,831,Telephone Facility,296474,174386,174386,8
2025,Albany,Watervliet,011800,6,873,Gas Measuring and Regulating Station,200422,117888,117888,1
2025,Albany,Watervliet,011800,6,882,Electric Transmission,396210,233051,233051,5
2025,Albany,Watervliet,011800,6,884,Electric Distribution (Outside Plant Property),1087103,639434,639434,1
2025,Albany,Watervliet,011800,6,885,Gas Distribution (Outside Plant Property),790432,464932,464932,1
2025,Albany,Watervliet,011800,7,842,Ceiling Railroad,510277,300145,300145,1
2025,Albany,Watervliet,011800,8,210,One Family Year-Round Residence,607276,0,357200,3
2025,Albany,Watervliet,011800,8,311,Residential Vacant Land,215743,0,126900,9
2025,Albany,Watervliet,011800,8,330,Vacant Land Located in Commercial Areas,350731,0,206300,3
2025,Albany,Watervliet,011800,8,411,Apartments,56956307,0,33501700,13
2025,Albany,Watervliet,011800,8,534,Social Organizations,416525,0,245000,1
2025,Albany,Watervliet,011800,8,543,"YMCA's, YWCA's, etc.",1088065,0,640000,1
2025,Albany,Watervliet,011800,8,554,Outdoor Swimming Pools,969058,0,570000,1
2025,Albany,Watervliet,011800,8,557,Other Outdoor Sports,1271676,0,748000,1
2025,Albany,Watervliet,011800,8,590,Parks,79905,0,47000,1
2025,Albany,Watervliet,011800,8,591,Playgrounds,786977,0,462900,6
2025,Albany,Watervliet,011800,8,592,Athletic Fields,1483338,0,872500,3
2025,Albany,Watervliet,011800,8,593,Picnic Grounds,2014621,0,1185000,2
2025,Albany,Watervliet,011800,8,611,Libraries,1666100,0,980000,1
2025,Albany,Watervliet,011800,8,612,Schools,32570554,0,19158000,3
2025,Albany,Watervliet,011800,8,620,Religious,14415758,0,8479350,21
2025,Albany,Watervliet,011800,8,632,Benevolent and Moral Associations,812648,0,478000,2
2025,Albany,Watervliet,011800,8,651,Highway Garage,170010,0,100000,1
2025,Albany,Watervliet,011800,8,652,Office Building,2629717,0,1546800,2
2025,Albany,Watervliet,011800,8,661,"Army, Navy, Air Force, Marine and Coast Guard Installations, Radar, etc.",425025502,0,250000000,1
2025,Albany,Watervliet,011800,8,662,"Police and Fire Protection, Electrical Signal Equipment and Other Facilities for Fire, Police, Civil Defense, etc.",2233934,0,1314000,1
2025,Albany,Watervliet,011800,8,710,Manufacturing and Processing,3060184,0,1800000,1
2025,Albany,Watervliet,011800,8,822,Water Supply,324719,0,191000,1
2025,Albany,Berne,012000,1,105,Agricultural Vacant Land (Productive),1609210,226501,611500,15
2025,Albany,Berne,012000,1,110,Livestock and Products,638158,127876,242500,4
2025,Albany,Berne,012000,1,113,"Cattle, Calves, Hogs",2970263,780594,1128700,9
2025,Albany,Berne,012000,1,120,Field Crops,3398422,830284,1291400,24
2025,Albany,Berne,012000,1,170,Nursery and Greenhouse,434211,93425,165000,1
2025,Albany,Berne,012000,1,210,One Family Year-Round Residence,215606436,77854560,81930450,797
2025,Albany,Berne,012000,1,220,Two Family Year-Round Residence,6965526,2219337,2646900,23
2025,Albany,Berne,012000,1,230,Three Family Year-Round Residence,421447,160150,160150,2
2025,Albany,Berne,012000,1,240,Rural Residence with Acreage,108751347,37638331,41325510,279
2025,Albany,Berne,012000,1,260,Seasonal Residences,24085788,9152600,9152600,127
2025,Albany,Berne,012000,1,270,Mobile Home,4415200,1543089,1677775,34
2025,Albany,Berne,012000,1,271,Multiple Mobile Homes,281579,107000,107000,1
2025,Albany,Berne,012000,1,280,Residential - Multi_Purpose/Multi-Structure,18933944,6716269,7194900,43
2025,Albany,Berne,012000,1,311,Residential Vacant Land,2157529,749349,819860,76
2025,Albany,Berne,012000,1,312,Residential Land Including a Small Improvement,7062148,2526621,2683618,97
2025,Albany,Berne,012000,1,314,Rural Vacant Lots of 10 Acres or less,2051508,752192,779575,101
2025,Albany,Berne,012000,1,321,Abandoned Agricultural Land,1733552,615372,658750,31
2025,Albany,Berne,012000,1,322,Residential Vacant Land Over 10 Acres,8825786,3097657,3353801,105
2025,Albany,Berne,012000,1,323,Other Rural Vacant Lands,1148815,395190,436550,43
2025,Albany,Berne,012000,1,330,Vacant Land Located in Commercial Areas,52632,20000,20000,1
2025,Albany,Berne,012000,1,400,Commercial,453157,172200,172200,2
2025,Albany,Berne,012000,1,411,Apartments,3451974,1311750,1311750,7
2025,Albany,Berne,012000,1,416,Mobile Home Parks,3246210,1233560,1233560,2
2025,Albany,Berne,012000,1,421,Restaurants,1428947,543000,543000,2
2025,Albany,Berne,012000,1,423,"Snack Bars, Drive-Ins, Ice Cream Bars",250000,95000,95000,1
2025,Albany,Berne,012000,1,430,Motor Vehicle Services,97368,37000,37000,1
2025,Albany,Berne,012000,1,438,Parking Lot,45526,17300,17300,1
2025,Albany,Berne,012000,1,439,Small Parking Garage,527105,200300,200300,2
2025,Albany,Berne,012000,1,443,"Grain and Feed Elevators, Mixers, Sales Outlets",122368,46500,46500,1
2025,Albany,Berne,012000,1,444,"Lumber Yards, Sawmills",855263,325000,325000,1
2025,Albany,Berne,012000,1,449,"Other Storage, Warehouse and Distribution Facilities",676316,257000,257000,2
2025,Albany,Berne,012000,1,450,Retail Services,1065789,405000,405000,1
2025,Albany,Berne,012000,1,465,Professional Building,1203947,221000,457500,3
2025,Albany,Berne,012000,1,483,Converted Residence,248947,94600,94600,1
2025,Albany,Berne,012000,1,484,One Story Small Structure,478684,181900,181900,3
2025,Albany,Berne,012000,1,486,Minimart,736842,280000,280000,1
2025,Albany,Berne,012000,1,555,Riding Stables,478947,182000,182000,1
2025,Albany,Berne,012000,1,582,Camping Facilities,5492500,2087150,2087150,148
2025,Albany,Berne,012000,1,710,Manufacturing and Processing,297105,112900,112900,1
2025,Albany,Berne,012000,1,720,Mining and Quarrying,210921,80150,80150,1
2025,Albany,Berne,012000,1,822,Water Supply,72368,27500,27500,1
2025,Albany,Berne,012000,1,853,Sewage Treatment and Water Pollution Control,668421,62500,254000,2
2025,Albany,Berne,012000,1,920,Private Hunting and Fishing Clubs,593684,225600,225600,3
2025,Albany,Berne,012000,3,941,State Owned Reforested Land Taxable under Sections 534 and 536 of the Real Property Tax Law,4302493,0,1634948,9
2025,Albany,Berne,012000,5,861,Electric and Gas,4550198,1729075,1729075,3
2025,Albany,Berne,012000,5,866,Telephone,745194,283174,283174,3
2025,Albany,Berne,012000,5,869,Television,201558,76592,76592,3
2025,Albany,Berne,012000,6,831,Telephone Facility,1744087,662753,662753,7
2025,Albany,Berne,012000,6,837,Cellular Telephone Towers,415790,158000,158000,2
2025,Albany,Berne,012000,6,882,Electric Transmission,1823482,692923,692923,3
2025,Albany,Berne,012000,6,883,Gas Transmission,37062122,14083606,14083606,10
2025,Albany,Berne,012000,8,250,Estate,1250000,0,475000,1
2025,Albany,Berne,012000,8,321,Abandoned Agricultural Land,167368,0,63600,1
2025,Albany,Berne,012000,8,322,Residential Vacant Land Over 10 Acres,117369,0,44600,2
2025,Albany,Berne,012000,8,323,Other Rural Vacant Lands,64737,0,24600,2
2025,Albany,Berne,012000,8,330,Vacant Land Located in Commercial Areas,24737,0,9400,1
2025,Albany,Berne,012000,8,534,Social Organizations,544737,0,207000,2
2025,Albany,Berne,012000,8,611,Libraries,510263,0,193900,1
2025,Albany,Berne,012000,8,612,Schools,23836579,0,9057900,1
2025,Albany,Berne,012000,8,620,Religious,4687631,0,1781300,12
2025,Albany,Berne,012000,8,651,Highway Garage,2431843,0,924100,3
2025,Albany,Berne,012000,8,652,Office Building,1371316,0,521100,3
2025,Albany,Berne,012000,8,661,"Army, Navy, Air Force, Marine and Coast Guard Installations, Radar, etc.",6773684,0,2574000,1
2025,Albany,Berne,012000,8,662,"Police and Fire Protection, Electrical Signal Equipment and Other Facilities for Fire, Police, Civil Defense, etc.",3288420,0,1249600,4
2025,Albany,Berne,012000,8,695,Cemeteries,381053,0,144800,13
2025,Albany,Berne,012000,8,822,Water Supply,6053,0,2300,1
2025,Albany,Berne,012000,8,837,Cellular Telephone Towers,473684,0,180000,1
2025,Albany,Berne,012000,8,852,Landfills and Dumps,48158,0,18300,1
2025,Albany,Berne,012000,8,910,Private Wild and Forest Lands except for Private Hunting and Fishing Clubs,666316,0,253200,4
2025,Albany,Berne,012000,8,941,State Owned Reforested Land Taxable under Sections 534 and 536 of the Real Property Tax Law,6625658,0,2517750,6
2025,Albany,Berne,012000,8,961,"State Owned Public Parks, Recreation Areas and Other Multiple Uses",228685,0,86900,4
2025,Albany,Berne,012000,8,963,City/Town/Village Public Parks and Recreation Areas,477894,0,181600,3
2025,Albany,Bethlehem,012200,1,100,Agricultural,1480313,774619,947400,2
2025,Albany,Bethlehem,012200,1,105,Agricultural Vacant Land (Productive),3023907,905951,1935300,26
2025,Albany,Bethlehem,012200,1,110,Livestock and Products,3113752,1241904,1992800,7
2025,Albany,Bethlehem,012200,1,112,"Dairy Products: milk, butter and cheese",3066720,1319386,1962700,5
2025,Albany,Bethlehem,012200,1,113,"Cattle, Calves, Hogs",2085469,783105,1334700,4
2025,Albany,Bethlehem,012200,1,114,Sheep and Wool,410938,191617,263000,1
2025,Albany,Bethlehem,012200,1,116,"Other Livestock: donkeys, goats",161094,103100,103100,1
2025,Albany,Bethlehem,012200,1,117,Horse Farms,1983438,1164285,1269400,4
2025,Albany,Bethlehem,012200,1,120,Field Crops,6663971,2693571,4264940,28
2025,Albany,Bethlehem,012200,1,140,Truck Crops - Not Mucklands,560938,359000,359000,1
2025,Albany,Bethlehem,012200,1,170,Nursery and Greenhouse,629376,292800,402800,2
2025,Albany,Bethlehem,012200,1,180,Specialty Farms,468750,210800,300000,1
2025,Albany,Bethlehem,012200,1,210,One Family Year-Round Residence,4608126028,2857914469,2949199438,10762
2025,Albany,Bethlehem,012200,1,215,One Family Year-Round Residence with Accessory Apartment,28608211,17783010,18309250,59
2025,Albany,Bethlehem,012200,1,220,Two Family Year-Round Residence,149603530,92920770,95746200,439
2025,Albany,Bethlehem,012200,1,230,Three Family Year-Round Residence,14445162,8749265,9244900,38
2025,Albany,Bethlehem,012200,1,240,Rural Residence with Acreage,25149384,15100702,16095600,50
2025,Albany,Bethlehem,012200,1,241,"Primarily residential, also used in agricultural production",1373439,694698,879000,4
2025,Albany,Bethlehem,012200,1,250,Estate,821406,525700,525700,1
2025,Albany,Bethlehem,012200,1,260,Seasonal Residences,288125,184400,184400,2
2025,Albany,Bethlehem,012200,1,270,Mobile Home,1528128,879900,978000,17
2025,Albany,Bethlehem,012200,1,280,Residential - Multi_Purpose/Multi-Structure,28324697,17495810,18127800,54
2025,Albany,Bethlehem,012200,1,281,Multiple Residences,8413908,5384900,5384900,18
2025,Albany,Bethlehem,012200,1,283,Residence with Incidental Commercial Use,914063,455000,585000,3
2025,Albany,Bethlehem,012200,1,311,Residential Vacant Land,33613265,20882433,21512405,1000
2025,Albany,Bethlehem,012200,1,312,Residential Land Including a Small Improvement,4417276,2827050,2827050,49
2025,Albany,Bethlehem,012200,1,314,Rural Vacant Lots of 10 Acres or less,492970,154397,315500,10
2025,Albany,Bethlehem,012200,1,320,Rural,336251,215200,215200,4
2025,Albany,Bethlehem,012200,1,321,Abandoned Agricultural Land,577031,369300,369300,2
2025,Albany,Bethlehem,012200,1,322,Residential Vacant Land Over 10 Acres,5276101,3205506,3376700,41
2025,Albany,Bethlehem,012200,1,323,Other Rural Vacant Lands,339533,217300,217300,7
2025,Albany,Bethlehem,012200,1,330,Vacant Land Located in Commercial Areas,13221260,7914600,8461600,55
2025,Albany,Bethlehem,012200,1,331,Commercial Vacant with minor improvements,287656,184100,184100,4
2025,Albany,Bethlehem,012200,1,340,Vacant Land Located in Industrial Areas,5167815,3307400,3307400,13
2025,Albany,Bethlehem,012200,1,341,Industrial Vacant with minor improvements,1135938,727000,727000,1
2025,Albany,Bethlehem,012200,1,411,Apartments,296600256,189268710,189824100,352
2025,Albany,Bethlehem,012200,1,414,Hotel,6531250,4180000,4180000,1
2025,Albany,Bethlehem,012200,1,415,Motel,1531250,980000,980000,1
2025,Albany,Bethlehem,012200,1,416,Mobile Home Parks,7572813,4846600,4846600,3
2025,Albany,Bethlehem,012200,1,418,"Inns, Lodges, Boarding Houses, Tourist Homes, Fraternity and Sorority Homes",577969,369900,369900,1
2025,Albany,Bethlehem,012200,1,421,Restaurants,7145706,4573250,4573250,8
2025,Albany,Bethlehem,012200,1,422,Diners and Luncheonettes,364063,233000,233000,2
2025,Albany,Bethlehem,012200,1,423,"Snack Bars, Drive-Ins, Ice Cream Bars",404688,259000,259000,2
2025,Albany,Bethlehem,012200,1,426,Fast Food Franchises,10320313,6605000,6605000,7
2025,Albany,Bethlehem,012200,1,431,Auto Dealers - Sales and Service,5573438,3567000,3567000,4
2025,Albany,Bethlehem,012200,1,432,Service and Gas Stations,889063,569000,569000,2
2025,Albany,Bethlehem,012200,1,433,"Auto Body, Tire Shops, Other Related Auto Sales",26000003,16486000,16640000,24
2025,Albany,Bethlehem,012200,1,434,Automatic Car Wash,2303126,1474000,1474000,2
2025,Albany,Bethlehem,012200,1,438,Parking Lot,680781,435700,435700,4
2025,Albany,Bethlehem,012200,1,441,Fuel Storage and Distribution Facilities,23593750,15100000,15100000,2
2025,Albany,Bethlehem,012200,1,442,Mini Warehouse (Self-Service Storage),12001719,7681100,7681100,6
2025,Albany,Bethlehem,012200,1,444,"Lumber Yards, Sawmills",1273438,815000,815000,2
2025,Albany,Bethlehem,012200,1,447,Trucking Terminals,7243086,4635575,4635575,3
2025,Albany,Bethlehem,012200,1,449,"Other Storage, Warehouse and Distribution Facilities",78955322,50470410,50531400,55
2025,Albany,Bethlehem,012200,1,451,Regional Shopping Centers,31937500,20440000,20440000,3
2025,Albany,Bethlehem,012200,1,452,Area of Neighborhood Shopping Centers,41117657,26062870,26315300,8
2025,Albany,Bethlehem,012200,1,453,Large Retail Outlets,34062500,21800000,21800000,2
2025,Albany,Bethlehem,012200,1,454,Large Retail Food Stores,23787031,15223700,15223700,2
2025,Albany,Bethlehem,012200,1,456,Medium Retail,11796875,7254750,7550000,2
2025,Albany,Bethlehem,012200,1,457,Small Retail,3165625,1979480,2026000,3
2025,Albany,Bethlehem,012200,1,462,Drive-In Branch Bank,22209376,14060540,14214000,13
2025,Albany,Bethlehem,012200,1,464,Office Building,36114691,23097150,23113400,30
2025,Albany,Bethlehem,012200,1,465,Professional Building,20618751,13196000,13196000,12
2025,Albany,Bethlehem,012200,1,471,Funeral Homes,1409375,902000,902000,2
2025,Albany,Bethlehem,012200,1,472,"Dog Kennels, Veterinary Clinics",3629688,2288132,2323000,5
2025,Albany,Bethlehem,012200,1,473,Greenhouses,308594,197500,197500,1
2025,Albany,Bethlehem,012200,1,480,Multiple Use or Multipurpose,3541406,2235250,2266500,2
2025,Albany,Bethlehem,012200,1,482,Downtown Row Type (detached),11257818,7205000,7205000,16
2025,Albany,Bethlehem,012200,1,483,Converted Residence,32045465,20509090,20509090,75
2025,Albany,Bethlehem,012200,1,484,One Story Small Structure,11261724,7207500,7207500,27
2025,Albany,Bethlehem,012200,1,485,One Story Small Structure - Multi occupant,9635159,6166500,6166500,14
2025,Albany,Bethlehem,012200,1,486,Minimart,25292189,16187000,16187000,13
2025,Albany,Bethlehem,012200,1,513,Drive-In Theaters,351563,225000,225000,1
2025,Albany,Bethlehem,012200,1,534,Social Organizations,859375,550000,550000,1
2025,Albany,Bethlehem,012200,1,541,Bowling Centers,1125000,720000,720000,1
2025,Albany,Bethlehem,012200,1,543,"YMCA's, YWCA's, etc.",806250,516000,516000,1
2025,Albany,Bethlehem,012200,1,544,Health Spas,648438,415000,415000,1
2025,Albany,Bethlehem,012200,1,546,Other Indoor Sports,2343750,1500000,1500000,1
2025,Albany,Bethlehem,012200,1,552,Public Golf Courses,695313,445000,445000,1
2025,Albany,Bethlehem,012200,1,553,Private Golf Country Clubs,2578125,1650000,1650000,1
2025,Albany,Bethlehem,012200,1,554,Outdoor Swimming Pools,342501,219200,219200,4
2025,Albany,Bethlehem,012200,1,555,Riding Stables,593750,226830,380000,1
2025,Albany,Bethlehem,012200,1,557,Other Outdoor Sports,145313,93000,93000,1
2025,Albany,Bethlehem,012200,1,593,Picnic Grounds,72656,46500,46500,1
2025,Albany,Bethlehem,012200,1,614,Special Schools and Institutions,1562501,1000000,1000000,3
2025,Albany,Bethlehem,012200,1,615,Other Educational Facilities,464063,297000,297000,1
2025,Albany,Bethlehem,012200,1,620,Religious,460938,295000,295000,1
