cty,stplc,C000,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,n_blocks
36119,3664325,6755,0,0,0,108,86,91,570,125,50,442,147,571,138,259,2148,1040,31,355,477,117,63
36119,3665431,3799,0,0,0,68,20,32,275,11,78,99,110,234,29,25,1071,394,122,234,665,332,214
36119,3665948,846,0,0,0,43,0,26,168,2,1,112,37,336,0,15,0,8,0,75,23,0,5
36119,3666872,66,0,0,0,13,0,0,0,1,0,0,32,7,0,7,0,0,0,0,6,0,9
36119,3667279,595,0,0,0,41,28,22,69,7,0,11,15,18,0,0,236,49,4,41,54,0,18
36119,3667638,3345,0,0,0,125,44,6,80,1,7,19,97,73,2,22,664,1788,73,136,93,115,61
36119,3673176,9982,0,0,1,215,212,200,242,17,31,301,125,4859,60,808,186,1263,85,858,361,158,89
36119,3673715,1579,0,0,0,354,29,55,357,42,7,20,7,68,0,114,132,75,54,192,67,6,37
36119,3675583,2585,0,0,0,170,107,67,96,8,55,4,64,75,3,65,120,455,41,1046,104,105,58
36119,3676639,1771,0,0,0,85,0,9,62,25,1,30,8,88,0,365,865,58,0,142,31,2,30
36119,3677211,251,0,0,0,13,115,5,8,7,0,0,4,6,0,11,48,0,3,10,21,0,13
36119,3681677,43114,0,0,98,1481,318,1301,3702,588,856,3173,851,5878,788,2695,3093,6878,277,2522,1738,6877,331
36119,3684000,56961,2,5,4,5268,1835,968,9452,4160,1459,699,1954,1051,359,3252,6096,9777,1307,3739,1920,3654,888
36119,3684088,2997,0,0,0,81,112,113,308,250,1,51,61,205,0,32,851,284,29,147,126,346,23
36119,9999999,73640,276,1,36,3710,989,3193,5989,2526,738,2072,1227,6694,2194,4759,9912,17599,1694,3701,2995,3335,1259
36121,3602407,1339,0,0,0,17,524,122,170,0,7,7,0,14,0,155,136,54,4,34,33,62,21
36121,3603001,491,7,0,0,2,48,0,149,2,0,23,0,10,0,16,0,11,11,79,32,101,20
36121,3606904,96,11,0,0,3,3,0,0,36,2,0,0,0,0,0,0,0,0,12,11,18,8
36121,3612771,112,0,0,0,20,0,0,29,0,4,5,0,12,0,0,0,0,0,14,0,28,9
36121,3627969,57,0,0,0,0,0,0,4,0,15,33,0,0,0,0,0,0,0,2,3,0,2
36121,3657243,1169,10,0,6,42,294,0,152,0,7,47,1,23,0,144,197,74,10,78,43,41,32
36121,3657815,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,2
36121,3667466,193,0,0,0,0,161,17,1,0,0,0,0,0,0,0,0,0,0,5,9,0,5
36121,3671817,165,7,0,0,8,3,0,37,0,0,14,0,2,0,0,0,36,35,9,14,0,12
36121,3678333,2542,2,0,0,39,134,1,129,13,19,33,7,41,129,62,234,880,41,108,64,606,27
36121,3683371,60,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4
36121,9999999,6476,1018,11,85,258,470,214,592,337,18,19,22,192,1,83,616,101,75,360,223,1781,261
36123,3620896,83,0,0,0,1,36,0,0,0,0,0,0,0,0,0,2,0,0,28,0,16,4
36123,3621050,433,0,0,0,55,0,0,45,11,13,21,0,3,0,0,212,19,0,3,29,22,15
36123,3639463,509,0,0,0,11,0,0,0,0,0,0,0,0,0,23,412,0,0,52,11,0,4
36123,3657177,3207,0,0,0,83,615,2,340,13,25,51,136,34,41,25,392,781,39,254,89,287,61
36123,3664199,56,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,51,0,0,0,0,2
36123,9999999,2522,197,3,0,274,637,156,302,75,3,11,35,79,0,56,62,49,25,253,116,189,203
